ID_cliente;Nombre_cliente;País;Email;Teléfono
444;Cliente_444;España;cliente444@mail.com;+56 9 93886630
445;Cliente_445;Japón;cliente445@mail.com;+56 9 69727778
446;Cliente_446;España;cliente446@mail.com;+56 9 30101520
447;Cliente_447;EEUU;cliente447@mail.com;+56 9 94495564
448;Cliente_448;Brasil;cliente448@mail.com;+56 9 92505624
449;Cliente_449;Brasil;cliente449@mail.com;+56 9 27711557
450;Cliente_450;Japón;cliente450@mail.com;+56 9 51799109
451;Cliente_451;España;cliente451@mail.com;+56 9 18496974
452;Cliente_452;España;cliente452@mail.com;+56 9 74652630
453;Cliente_453;China;cliente453@mail.com;+56 9 71359755
454;Cliente_454;Brasil;cliente454@mail.com;+56 9 52006974
455;Cliente_455;Japón;cliente455@mail.com;+56 9 22951253
456;Cliente_456;Brasil;cliente456@mail.com;+56 9 50745474
457;Cliente_457;China;cliente457@mail.com;+56 9 66787842
458;Cliente_458;Japón;cliente458@mail.com;+56 9 30250718
459;Cliente_459;Japón;cliente459@mail.com;+56 9 62623420
460;Cliente_460;EEUU;cliente460@mail.com;+56 9 37244058
461;Cliente_461;Japón;cliente461@mail.com;+56 9 14167298
462;Cliente_462;Brasil;cliente462@mail.com;+56 9 46878455
463;Cliente_463;España;cliente463@mail.com;+56 9 89908551
464;Cliente_464;China;cliente464@mail.com;+56 9 39933414
465;Cliente_465;Brasil;cliente465@mail.com;+56 9 16757468
466;Cliente_466;EEUU;cliente466@mail.com;+56 9 12330487
467;Cliente_467;EEUU;cliente467@mail.com;+56 9 71636755
468;Cliente_468;España;cliente468@mail.com;+56 9 56369824
469;Cliente_469;EEUU;cliente469@mail.com;+56 9 47162454
470;Cliente_470;Japón;cliente470@mail.com;+56 9 84900495
471;Cliente_471;Brasil;cliente471@mail.com;+56 9 64227080
472;Cliente_472;Brasil;cliente472@mail.com;+56 9 70967874
473;Cliente_473;Japón;cliente473@mail.com;+56 9 78154977
474;Cliente_474;Japón;cliente474@mail.com;+56 9 40404099
475;Cliente_475;China;cliente475@mail.com;+56 9 86231492
476;Cliente_476;China;cliente476@mail.com;+56 9 80477493
477;Cliente_477;China;cliente477@mail.com;+56 9 54689541
478;Cliente_478;Japón;cliente478@mail.com;+56 9 17638068
479;Cliente_479;China;cliente479@mail.com;+56 9 93616077
480;Cliente_480;España;cliente480@mail.com;+56 9 31776792
481;Cliente_481;España;cliente481@mail.com;+56 9 26215227
482;Cliente_482;EEUU;cliente482@mail.com;+56 9 75801394
483;Cliente_483;China;cliente483@mail.com;+56 9 33013728
484;Cliente_484;España;cliente484@mail.com;+56 9 65233172
485;Cliente_485;Japón;cliente485@mail.com;+56 9 42903475
486;Cliente_486;China;cliente486@mail.com;+56 9 92749359
487;Cliente_487;Japón;cliente487@mail.com;+56 9 82893779
488;Cliente_488;España;cliente488@mail.com;+56 9 76980461
489;Cliente_489;EEUU;cliente489@mail.com;+56 9 93280262
490;Cliente_490;China;cliente490@mail.com;+56 9 97442023
491;Cliente_491;EEUU;cliente491@mail.com;+56 9 17517233
492;Cliente_492;Japón;cliente492@mail.com;+56 9 18684928
493;Cliente_493;España;cliente493@mail.com;+56 9 14699534
494;Cliente_494;Brasil;cliente494@mail.com;+56 9 19597711
495;Cliente_495;España;cliente495@mail.com;+56 9 97240429
496;Cliente_496;España;cliente496@mail.com;+56 9 66212493
497;Cliente_497;Brasil;cliente497@mail.com;+56 9 32903486
498;Cliente_498;China;cliente498@mail.com;+56 9 95960584
499;Cliente_499;EEUU;cliente499@mail.com;+56 9 68122289
500;Cliente_500;Brasil;cliente500@mail.com;+56 9 88079325
501;Cliente_501;China;cliente501@mail.com;+56 9 84858273
502;Cliente_502;China;cliente502@mail.com;+56 9 25908730
503;Cliente_503;España;cliente503@mail.com;+56 9 84261420
504;Cliente_504;Japón;cliente504@mail.com;+56 9 56687103
505;Cliente_505;Brasil;cliente505@mail.com;+56 9 38931919
506;Cliente_506;Brasil;cliente506@mail.com;+56 9 41248339
507;Cliente_507;España;cliente507@mail.com;+56 9 58812289
508;Cliente_508;Japón;cliente508@mail.com;+56 9 87080919
509;Cliente_509;China;cliente509@mail.com;+56 9 86459779
510;Cliente_510;Brasil;cliente510@mail.com;+56 9 76554484
511;Cliente_511;EEUU;cliente511@mail.com;+56 9 97457385
512;Cliente_512;Japón;cliente512@mail.com;+56 9 46529393
513;Cliente_513;EEUU;cliente513@mail.com;+56 9 64269372
514;Cliente_514;España;cliente514@mail.com;+56 9 33497222
515;Cliente_515;China;cliente515@mail.com;+56 9 18613649
516;Cliente_516;Brasil;cliente516@mail.com;+56 9 33546588
517;Cliente_517;EEUU;cliente517@mail.com;+56 9 26801294
518;Cliente_518;Brasil;cliente518@mail.com;+56 9 26765496
519;Cliente_519;China;cliente519@mail.com;+56 9 84590275
520;Cliente_520;Japón;cliente520@mail.com;+56 9 21893602
521;Cliente_521;EEUU;cliente521@mail.com;+56 9 91665750
522;Cliente_522;Japón;cliente522@mail.com;+56 9 15738133
523;Cliente_523;España;cliente523@mail.com;+56 9 50325316
524;Cliente_524;España;cliente524@mail.com;+56 9 55041802
525;Cliente_525;China;cliente525@mail.com;+56 9 11010334
526;Cliente_526;España;cliente526@mail.com;+56 9 22541903
527;Cliente_527;España;cliente527@mail.com;+56 9 45562148
528;Cliente_528;España;cliente528@mail.com;+56 9 71798863
529;Cliente_529;Japón;cliente529@mail.com;+56 9 78720503
530;Cliente_530;EEUU;cliente530@mail.com;+56 9 74362508
531;Cliente_531;Brasil;cliente531@mail.com;+56 9 49714028
532;Cliente_532;Japón;cliente532@mail.com;+56 9 31618976
533;Cliente_533;Japón;cliente533@mail.com;+56 9 56114643
534;Cliente_534;Japón;cliente534@mail.com;+56 9 15029063
535;Cliente_535;China;cliente535@mail.com;+56 9 22199709
536;Cliente_536;Japón;cliente536@mail.com;+56 9 62785895
537;Cliente_537;Brasil;cliente537@mail.com;+56 9 66842859
538;Cliente_538;Japón;cliente538@mail.com;+56 9 62030701
539;Cliente_539;China;cliente539@mail.com;+56 9 54721559
540;Cliente_540;Brasil;cliente540@mail.com;+56 9 53947883
541;Cliente_541;EEUU;cliente541@mail.com;+56 9 21619873
542;Cliente_542;Brasil;cliente542@mail.com;+56 9 29297843
543;Cliente_543;EEUU;cliente543@mail.com;+56 9 74315719
544;Cliente_544;España;cliente544@mail.com;+56 9 34941465
545;Cliente_545;Japón;cliente545@mail.com;+56 9 71325426
546;Cliente_546;China;cliente546@mail.com;+56 9 20011695
547;Cliente_547;Japón;cliente547@mail.com;+56 9 87386585
548;Cliente_548;EEUU;cliente548@mail.com;+56 9 33681527
549;Cliente_549;España;cliente549@mail.com;+56 9 21284610
550;Cliente_550;España;cliente550@mail.com;+56 9 43760755
551;Cliente_551;España;cliente551@mail.com;+56 9 36145523
552;Cliente_552;España;cliente552@mail.com;+56 9 97471280
553;Cliente_553;España;cliente553@mail.com;+56 9 24364046
554;Cliente_554;España;cliente554@mail.com;+56 9 69663275
555;Cliente_555;España;cliente555@mail.com;+56 9 44567139
556;Cliente_556;Japón;cliente556@mail.com;+56 9 38306251
557;Cliente_557;Japón;cliente557@mail.com;+56 9 39958500
558;Cliente_558;España;cliente558@mail.com;+56 9 46692038
559;Cliente_559;Japón;cliente559@mail.com;+56 9 79036093
560;Cliente_560;Japón;cliente560@mail.com;+56 9 87645697
561;Cliente_561;China;cliente561@mail.com;+56 9 52074316
562;Cliente_562;China;cliente562@mail.com;+56 9 27114150
563;Cliente_563;EEUU;cliente563@mail.com;+56 9 58062048
564;Cliente_564;EEUU;cliente564@mail.com;+56 9 60958375
565;Cliente_565;China;cliente565@mail.com;+56 9 57048573
566;Cliente_566;Japón;cliente566@mail.com;+56 9 62352837
567;Cliente_567;España;cliente567@mail.com;+56 9 93195938
568;Cliente_568;Brasil;cliente568@mail.com;+56 9 77488385
569;Cliente_569;Japón;cliente569@mail.com;+56 9 99639762
570;Cliente_570;Japón;cliente570@mail.com;+56 9 86496093
571;Cliente_571;China;cliente571@mail.com;+56 9 66481909
572;Cliente_572;EEUU;cliente572@mail.com;+56 9 44236923
573;Cliente_573;China;cliente573@mail.com;+56 9 90932453
574;Cliente_574;Brasil;cliente574@mail.com;+56 9 68409003
575;Cliente_575;Japón;cliente575@mail.com;+56 9 83840861
576;Cliente_576;China;cliente576@mail.com;+56 9 81927633
577;Cliente_577;EEUU;cliente577@mail.com;+56 9 50083633
578;Cliente_578;China;cliente578@mail.com;+56 9 50097126
579;Cliente_579;Brasil;cliente579@mail.com;+56 9 57379269
580;Cliente_580;Japón;cliente580@mail.com;+56 9 60835934
581;Cliente_581;España;cliente581@mail.com;+56 9 14614632
582;Cliente_582;China;cliente582@mail.com;+56 9 61364926
583;Cliente_583;España;cliente583@mail.com;+56 9 50722973
584;Cliente_584;China;cliente584@mail.com;+56 9 40728827
585;Cliente_585;Brasil;cliente585@mail.com;+56 9 87287987
586;Cliente_586;China;cliente586@mail.com;+56 9 13976813
587;Cliente_587;EEUU;cliente587@mail.com;+56 9 79779947
588;Cliente_588;EEUU;cliente588@mail.com;+56 9 24934639
589;Cliente_589;Japón;cliente589@mail.com;+56 9 49618612
590;Cliente_590;Brasil;cliente590@mail.com;+56 9 93246952
591;Cliente_591;China;cliente591@mail.com;+56 9 96996083
592;Cliente_592;España;cliente592@mail.com;+56 9 73502615
593;Cliente_593;China;cliente593@mail.com;+56 9 75995062
594;Cliente_594;Japón;cliente594@mail.com;+56 9 60493562
595;Cliente_595;EEUU;cliente595@mail.com;+56 9 74269034
596;Cliente_596;EEUU;cliente596@mail.com;+56 9 42853253
597;Cliente_597;Brasil;cliente597@mail.com;+56 9 74242927
598;Cliente_598;España;cliente598@mail.com;+56 9 30773552
599;Cliente_599;EEUU;cliente599@mail.com;+56 9 18634785
600;Cliente_600;España;cliente600@mail.com;+56 9 37370925
601;Cliente_601;Brasil;cliente601@mail.com;+56 9 80897586
602;Cliente_602;Japón;cliente602@mail.com;+56 9 89077254
603;Cliente_603;EEUU;cliente603@mail.com;+56 9 88580388
604;Cliente_604;EEUU;cliente604@mail.com;+56 9 80652536
605;Cliente_605;España;cliente605@mail.com;+56 9 29299751
606;Cliente_606;Japón;cliente606@mail.com;+56 9 81434177
607;Cliente_607;Brasil;cliente607@mail.com;+56 9 26893819
608;Cliente_608;EEUU;cliente608@mail.com;+56 9 23517788
609;Cliente_609;EEUU;cliente609@mail.com;+56 9 78986179
610;Cliente_610;España;cliente610@mail.com;+56 9 93056704
611;Cliente_611;Japón;cliente611@mail.com;+56 9 46653888
612;Cliente_612;China;cliente612@mail.com;+56 9 36078147
613;Cliente_613;España;cliente613@mail.com;+56 9 48557694
614;Cliente_614;China;cliente614@mail.com;+56 9 54635065
615;Cliente_615;China;cliente615@mail.com;+56 9 49072510
616;Cliente_616;Brasil;cliente616@mail.com;+56 9 52952825
617;Cliente_617;España;cliente617@mail.com;+56 9 13644817
618;Cliente_618;Brasil;cliente618@mail.com;+56 9 33495510
619;Cliente_619;España;cliente619@mail.com;+56 9 48234812
620;Cliente_620;España;cliente620@mail.com;+56 9 51816679
621;Cliente_621;Brasil;cliente621@mail.com;+56 9 18043053
622;Cliente_622;EEUU;cliente622@mail.com;+56 9 54309027
623;Cliente_623;Japón;cliente623@mail.com;+56 9 76797203
624;Cliente_624;España;cliente624@mail.com;+56 9 72938782
625;Cliente_625;Brasil;cliente625@mail.com;+56 9 91170824
626;Cliente_626;EEUU;cliente626@mail.com;+56 9 20585513
627;Cliente_627;EEUU;cliente627@mail.com;+56 9 72490107
628;Cliente_628;Japón;cliente628@mail.com;+56 9 30682338
629;Cliente_629;EEUU;cliente629@mail.com;+56 9 27614187
630;Cliente_630;Brasil;cliente630@mail.com;+56 9 35246551
631;Cliente_631;España;cliente631@mail.com;+56 9 92205448
632;Cliente_632;EEUU;cliente632@mail.com;+56 9 33063975
633;Cliente_633;EEUU;cliente633@mail.com;+56 9 72688510
634;Cliente_634;Japón;cliente634@mail.com;+56 9 88981785
635;Cliente_635;China;cliente635@mail.com;+56 9 41338037
636;Cliente_636;España;cliente636@mail.com;+56 9 98217375
637;Cliente_637;EEUU;cliente637@mail.com;+56 9 27588514
638;Cliente_638;España;cliente638@mail.com;+56 9 95763518
639;Cliente_639;Japón;cliente639@mail.com;+56 9 52555699
640;Cliente_640;China;cliente640@mail.com;+56 9 34901251
641;Cliente_641;España;cliente641@mail.com;+56 9 17982635
642;Cliente_642;China;cliente642@mail.com;+56 9 12435371
643;Cliente_643;Brasil;cliente643@mail.com;+56 9 44382115
644;Cliente_644;China;cliente644@mail.com;+56 9 46274073
645;Cliente_645;EEUU;cliente645@mail.com;+56 9 51701673
646;Cliente_646;China;cliente646@mail.com;+56 9 11841591
647;Cliente_647;EEUU;cliente647@mail.com;+56 9 65598629
648;Cliente_648;Japón;cliente648@mail.com;+56 9 94158322
649;Cliente_649;Brasil;cliente649@mail.com;+56 9 18713719
650;Cliente_650;China;cliente650@mail.com;+56 9 16275890
651;Cliente_651;China;cliente651@mail.com;+56 9 92850756
652;Cliente_652;España;cliente652@mail.com;+56 9 80946780
653;Cliente_653;España;cliente653@mail.com;+56 9 88136222
654;Cliente_654;China;cliente654@mail.com;+56 9 98318285
655;Cliente_655;España;cliente655@mail.com;+56 9 45494805
656;Cliente_656;Brasil;cliente656@mail.com;+56 9 85720939
657;Cliente_657;España;cliente657@mail.com;+56 9 77215683
658;Cliente_658;Brasil;cliente658@mail.com;+56 9 15153304
659;Cliente_659;España;cliente659@mail.com;+56 9 66744845
660;Cliente_660;Brasil;cliente660@mail.com;+56 9 78601585
661;Cliente_661;Japón;cliente661@mail.com;+56 9 69810351
662;Cliente_662;Japón;cliente662@mail.com;+56 9 24630597
663;Cliente_663;China;cliente663@mail.com;+56 9 17123339
664;Cliente_664;China;cliente664@mail.com;+56 9 62919882
665;Cliente_665;China;cliente665@mail.com;+56 9 40125834
666;Cliente_666;EEUU;cliente666@mail.com;+56 9 20430538
667;Cliente_667;España;cliente667@mail.com;+56 9 48711900
668;Cliente_668;EEUU;cliente668@mail.com;+56 9 88085017
669;Cliente_669;Brasil;cliente669@mail.com;+56 9 73077801
670;Cliente_670;EEUU;cliente670@mail.com;+56 9 91023638
671;Cliente_671;Japón;cliente671@mail.com;+56 9 65531312
672;Cliente_672;EEUU;cliente672@mail.com;+56 9 54559009
673;Cliente_673;EEUU;cliente673@mail.com;+56 9 77433718
674;Cliente_674;EEUU;cliente674@mail.com;+56 9 51981148
675;Cliente_675;China;cliente675@mail.com;+56 9 53099808
676;Cliente_676;Brasil;cliente676@mail.com;+56 9 83491051
677;Cliente_677;Japón;cliente677@mail.com;+56 9 69673137
678;Cliente_678;China;cliente678@mail.com;+56 9 55701712
679;Cliente_679;Japón;cliente679@mail.com;+56 9 17918832
680;Cliente_680;España;cliente680@mail.com;+56 9 41842801
681;Cliente_681;Japón;cliente681@mail.com;+56 9 20515543
682;Cliente_682;EEUU;cliente682@mail.com;+56 9 65258661
683;Cliente_683;Japón;cliente683@mail.com;+56 9 68012023
684;Cliente_684;Brasil;cliente684@mail.com;+56 9 25137596
685;Cliente_685;EEUU;cliente685@mail.com;+56 9 22049704
686;Cliente_686;China;cliente686@mail.com;+56 9 75752135
687;Cliente_687;Japón;cliente687@mail.com;+56 9 75572011
688;Cliente_688;EEUU;cliente688@mail.com;+56 9 30166611
689;Cliente_689;España;cliente689@mail.com;+56 9 47693549
690;Cliente_690;China;correo_invalido;+56 9 55582325
691;Cliente_691;China;cliente691@mail.com;+56 9 28355880
692;Cliente_692;EEUU;cliente692@mail.com;+56 9 16366403
693;Cliente_693;EEUU;cliente693@mail.com;+56 9 13186296
694;Cliente_694;Brasil;cliente694@mail.com;+56 9 74474089
695;Cliente_695;España;cliente695@mail.com;+56 9 11221498
696;Cliente_696;España;cliente696@mail.com;+56 9 92171941
697;Cliente_697;España;cliente697@mail.com;+56 9 88454619
698;Cliente_698;Brasil;cliente698@mail.com;+56 9 83654744
699;Cliente_699;España;cliente699@mail.com;+56 9 16653712
700;Cliente_700;China;cliente700@mail.com;+56 9 54782055
701;Cliente_701;Japón;cliente701@mail.com;+56 9 74292908
702;Cliente_702;EEUU;cliente702@mail.com;+56 9 61187854
703;Cliente_703;China;cliente703@mail.com;+56 9 66638538
704;Cliente_704;EEUU;cliente704@mail.com;+56 9 80014894
705;Cliente_705;EEUU;cliente705@mail.com;+56 9 77469950
706;Cliente_706;Japón;cliente706@mail.com;+56 9 93466580
707;Cliente_707;Brasil;cliente707@mail.com;+56 9 21887194
708;Cliente_708;Japón;cliente708@mail.com;+56 9 16777544
709;Cliente_709;Brasil;cliente709@mail.com;+56 9 57909343
710;Cliente_710;Brasil;cliente710@mail.com;+56 9 63154275
711;Cliente_711;Brasil;cliente711@mail.com;+56 9 76569413
712;Cliente_712;EEUU;cliente712@mail.com;+56 9 75468623
713;Cliente_713;EEUU;cliente713@mail.com;+56 9 33706634
714;Cliente_714;España;cliente714@mail.com;+56 9 31482726
715;Cliente_715;China;cliente715@mail.com;+56 9 38673094
716;Cliente_716;EEUU;cliente716@mail.com;+56 9 90886616
717;Cliente_717;China;cliente717@mail.com;+56 9 77518732
718;Cliente_718;Japón;cliente718@mail.com;+56 9 38321648
719;Cliente_719;EEUU;cliente719@mail.com;+56 9 58223564
720;Cliente_720;Japón;cliente720@mail.com;+56 9 82635452
721;Cliente_721;España;cliente721@mail.com;+56 9 26453181
722;Cliente_722;España;cliente722@mail.com;+56 9 69332407
723;Cliente_723;España;cliente723@mail.com;+56 9 63774113
724;Cliente_724;Brasil;cliente724@mail.com;+56 9 19141869
725;Cliente_725;Brasil;cliente725@mail.com;+56 9 13174887
726;Cliente_726;Brasil;cliente726@mail.com;+56 9 63780013
727;Cliente_727;Brasil;cliente727@mail.com;+56 9 98832993
728;Cliente_728;Brasil;cliente728@mail.com;+56 9 12300552
729;Cliente_729;China;cliente729@mail.com;+56 9 29388051
730;Cliente_730;China;cliente730@mail.com;+56 9 11826291
731;Cliente_731;Japón;cliente731@mail.com;+56 9 26509096
732;Cliente_732;España;cliente732@mail.com;+56 9 76339751
733;Cliente_733;Japón;cliente733@mail.com;+56 9 74169250
734;Cliente_734;China;cliente734@mail.com;+56 9 90266433
735;Cliente_735;España;cliente735@mail.com;+56 9 20591804
736;Cliente_736;Brasil;cliente736@mail.com;+56 9 94859860
737;Cliente_737;Japón;cliente737@mail.com;+56 9 54647450
738;Cliente_738;China;cliente738@mail.com;+56 9 61851876
739;Cliente_739;EEUU;cliente739@mail.com;+56 9 26471831
740;Cliente_740;EEUU;cliente740@mail.com;+56 9 35690595
741;Cliente_741;China;cliente741@mail.com;+56 9 59257217
742;Cliente_742;Brasil;cliente742@mail.com;+56 9 87522439
743;Cliente_743;EEUU;cliente743@mail.com;+56 9 30554696
744;Cliente_744;España;cliente744@mail.com;+56 9 67389049
745;Cliente_745;China;cliente745@mail.com;+56 9 47424255
746;Cliente_746;EEUU;cliente746@mail.com;+56 9 30078181
747;Cliente_747;España;cliente747@mail.com;+56 9 41145193
748;Cliente_748;Brasil;cliente748@mail.com;+56 9 87019231
749;Cliente_749;China;cliente749@mail.com;+56 9 38770108
750;Cliente_750;Japón;cliente750@mail.com;+56 9 81227651
751;Cliente_751;EEUU;cliente751@mail.com;+56 9 87139807
752;Cliente_752;Brasil;cliente752@mail.com;+56 9 20426429
753;Cliente_753;China;cliente753@mail.com;+56 9 73035141
754;Cliente_754;Brasil;cliente754@mail.com;+56 9 45811363
755;Cliente_755;EEUU;cliente755@mail.com;+56 9 17899486
756;Cliente_756;Japón;cliente756@mail.com;+56 9 15918402
757;Cliente_757;EEUU;cliente757@mail.com;+56 9 73044303
758;Cliente_758;EEUU;cliente758@mail.com;+56 9 14277887
759;Cliente_759;España;cliente759@mail.com;+56 9 95420697
760;Cliente_760;España;cliente760@mail.com;+56 9 72666132
761;Cliente_761;EEUU;cliente761@mail.com;+56 9 58389105
762;Cliente_762;China;cliente762@mail.com;+56 9 77452542
763;Cliente_763;España;cliente763@mail.com;+56 9 58749743
764;Cliente_764;EEUU;cliente764@mail.com;+56 9 18275459
765;Cliente_765;China;cliente765@mail.com;+56 9 41713528
766;Cliente_766;Japón;cliente766@mail.com;+56 9 74410539
767;Cliente_767;China;cliente767@mail.com;+56 9 38307190
768;Cliente_768;Brasil;cliente768@mail.com;+56 9 34883238
769;Cliente_769;Brasil;cliente769@mail.com;+56 9 13278453
770;Cliente_770;España;cliente770@mail.com;+56 9 97067139
771;Cliente_771;EEUU;cliente771@mail.com;+56 9 98473745
772;Cliente_772;Brasil;cliente772@mail.com;+56 9 50892365
773;Cliente_773;China;cliente773@mail.com;+56 9 95743775
774;Cliente_774;España;cliente774@mail.com;+56 9 57591329
775;Cliente_775;China;cliente775@mail.com;+56 9 12075699
776;Cliente_776;China;cliente776@mail.com;+56 9 53959491
777;Cliente_777;España;cliente777@mail.com;+56 9 32258220
778;Cliente_778;Japón;cliente778@mail.com;+56 9 83538157
779;Cliente_779;China;cliente779@mail.com;+56 9 92652950
780;Cliente_780;Japón;cliente780@mail.com;+56 9 18191262
781;Cliente_781;España;cliente781@mail.com;+56 9 28611763
782;Cliente_782;Brasil;cliente782@mail.com;+56 9 14059375
783;Cliente_783;Japón;cliente783@mail.com;+56 9 85252217
784;Cliente_784;China;cliente784@mail.com;+56 9 21204240
785;Cliente_785;China;correo_invalido;+56 9 40013503
786;Cliente_786;España;cliente786@mail.com;+56 9 14459069
787;Cliente_787;Brasil;cliente787@mail.com;+56 9 78877932
788;Cliente_788;EEUU;cliente788@mail.com;+56 9 28495160
789;Cliente_789;EEUU;cliente789@mail.com;+56 9 28692418
790;Cliente_790;Brasil;cliente790@mail.com;+56 9 58204288
791;Cliente_791;Brasil;cliente791@mail.com;+56 9 50151811
792;Cliente_792;China;cliente792@mail.com;+56 9 81938013
793;Cliente_793;España;cliente793@mail.com;+56 9 59880006
794;Cliente_794;Brasil;cliente794@mail.com;+56 9 91032744
795;Cliente_795;Brasil;cliente795@mail.com;+56 9 16273593
796;Cliente_796;China;cliente796@mail.com;+56 9 33554689
797;Cliente_797;China;cliente797@mail.com;+56 9 93236094
798;Cliente_798;Brasil;cliente798@mail.com;+56 9 41930396
799;Cliente_799;EEUU;cliente799@mail.com;+56 9 12253639
800;Cliente_800;EEUU;cliente800@mail.com;+56 9 47350721
801;Cliente_801;Brasil;cliente801@mail.com;+56 9 57617749
802;Cliente_802;Japón;cliente802@mail.com;+56 9 98541288
803;Cliente_803;China;cliente803@mail.com;+56 9 56049901
804;Cliente_804;Japón;correo_invalido;+56 9 41755830
805;Cliente_805;EEUU;cliente805@mail.com;+56 9 28022657
806;Cliente_806;España;cliente806@mail.com;+56 9 54641679
807;Cliente_807;Japón;cliente807@mail.com;+56 9 34054480
808;Cliente_808;EEUU;cliente808@mail.com;+56 9 30881592
809;Cliente_809;España;cliente809@mail.com;+56 9 76807483
810;Cliente_810;China;cliente810@mail.com;+56 9 25386239
811;Cliente_811;EEUU;cliente811@mail.com;+56 9 99864535
812;Cliente_812;España;cliente812@mail.com;+56 9 76175292
813;Cliente_813;EEUU;cliente813@mail.com;+56 9 13181971
814;Cliente_814;Brasil;cliente814@mail.com;+56 9 46078796
815;Cliente_815;Brasil;cliente815@mail.com;+56 9 61283352
816;Cliente_816;China;cliente816@mail.com;+56 9 84072151
817;Cliente_817;España;cliente817@mail.com;+56 9 89914533
818;Cliente_818;España;cliente818@mail.com;+56 9 98855730
819;Cliente_819;EEUU;cliente819@mail.com;+56 9 22205967
820;Cliente_820;China;cliente820@mail.com;+56 9 79633438
821;Cliente_821;Japón;cliente821@mail.com;+56 9 67788369
822;Cliente_822;EEUU;cliente822@mail.com;+56 9 49283227
823;Cliente_823;China;cliente823@mail.com;+56 9 50307212
824;Cliente_824;China;cliente824@mail.com;+56 9 31452783
825;Cliente_825;EEUU;cliente825@mail.com;+56 9 58942486
826;Cliente_826;Brasil;cliente826@mail.com;+56 9 93668245
827;Cliente_827;China;cliente827@mail.com;+56 9 81013224
828;Cliente_828;China;cliente828@mail.com;+56 9 76506380
829;Cliente_829;Brasil;cliente829@mail.com;+56 9 46035223
830;Cliente_830;China;cliente830@mail.com;+56 9 62895387
831;Cliente_831;EEUU;cliente831@mail.com;+56 9 78658683
832;Cliente_832;China;cliente832@mail.com;+56 9 53357633
833;Cliente_833;China;cliente833@mail.com;+56 9 54951807
834;Cliente_834;China;cliente834@mail.com;+56 9 65936353
835;Cliente_835;China;cliente835@mail.com;+56 9 28182133
836;Cliente_836;Brasil;cliente836@mail.com;+56 9 33760737
837;Cliente_837;China;cliente837@mail.com;+56 9 73320904
838;Cliente_838;China;cliente838@mail.com;+56 9 82108878
839;Cliente_839;Japón;cliente839@mail.com;+56 9 20792163
840;Cliente_840;España;cliente840@mail.com;+56 9 92516015
841;Cliente_841;China;cliente841@mail.com;+56 9 57492999
842;Cliente_842;Brasil;cliente842@mail.com;+56 9 38398533
843;Cliente_843;EEUU;cliente843@mail.com;+56 9 95080704
844;Cliente_844;China;cliente844@mail.com;+56 9 13411069
845;Cliente_845;Brasil;cliente845@mail.com;+56 9 15312633
846;Cliente_846;China;cliente846@mail.com;+56 9 66949342
847;Cliente_847;Japón;cliente847@mail.com;+56 9 76352000
848;Cliente_848;Brasil;cliente848@mail.com;+56 9 38512280
849;Cliente_849;China;cliente849@mail.com;+56 9 87192238
850;Cliente_850;Brasil;cliente850@mail.com;+56 9 67465563
851;Cliente_851;Brasil;cliente851@mail.com;+56 9 23591553
852;Cliente_852;Japón;cliente852@mail.com;+56 9 20542646
853;Cliente_853;España;cliente853@mail.com;+56 9 92594387
854;Cliente_854;España;cliente854@mail.com;+56 9 59658455
855;Cliente_855;EEUU;cliente855@mail.com;+56 9 29475166
856;Cliente_856;China;cliente856@mail.com;+56 9 65532039
857;Cliente_857;España;cliente857@mail.com;+56 9 58851578
858;Cliente_858;Japón;cliente858@mail.com;+56 9 80812991
859;Cliente_859;China;cliente859@mail.com;+56 9 31276210
860;Cliente_860;España;cliente860@mail.com;+56 9 57676131
861;Cliente_861;España;cliente861@mail.com;+56 9 12242649
862;Cliente_862;Japón;cliente862@mail.com;+56 9 37144723
863;Cliente_863;España;cliente863@mail.com;+56 9 30946091
864;Cliente_864;China;cliente864@mail.com;+56 9 37740437
865;Cliente_865;España;cliente865@mail.com;+56 9 64156154
866;Cliente_866;China;cliente866@mail.com;+56 9 41261305
867;Cliente_867;Brasil;cliente867@mail.com;+56 9 54518356
868;Cliente_868;Brasil;cliente868@mail.com;+56 9 45472815
869;Cliente_869;China;cliente869@mail.com;+56 9 16295490
870;Cliente_870;España;cliente870@mail.com;+56 9 91513690
871;Cliente_871;EEUU;cliente871@mail.com;+56 9 77858450
872;Cliente_872;EEUU;cliente872@mail.com;+56 9 46682784
873;Cliente_873;EEUU;cliente873@mail.com;+56 9 67392913
874;Cliente_874;EEUU;cliente874@mail.com;+56 9 34236960
875;Cliente_875;España;cliente875@mail.com;+56 9 21018776
876;Cliente_876;EEUU;cliente876@mail.com;+56 9 77814507
877;Cliente_877;China;cliente877@mail.com;+56 9 59381120
878;Cliente_878;España;cliente878@mail.com;+56 9 65650258
879;Cliente_879;Brasil;cliente879@mail.com;+56 9 45419403
880;Cliente_880;EEUU;cliente880@mail.com;+56 9 38565817
881;Cliente_881;Japón;cliente881@mail.com;+56 9 71905576
882;Cliente_882;España;cliente882@mail.com;+56 9 12850407
883;Cliente_883;Brasil;cliente883@mail.com;+56 9 53772255
884;Cliente_884;España;cliente884@mail.com;+56 9 60814990
885;Cliente_885;China;cliente885@mail.com;+56 9 53881239
886;Cliente_886;España;cliente886@mail.com;+56 9 65137058
