ID_empleado;Nombre_empleado;Cargo;Planta;Turno;Sueldo_CLP
480;Empleado_480;Administrativo;Puerto Montt;Tarde;1739126
481;Empleado_481;Supervisor;Hornopirén;Tarde;994535
482;Empleado_482;Administrativo;Chinquihue;Tarde;1254200
483;Empleado_483;Técnico;Hornopirén;Noche;711912
484;Empleado_484;Administrativo;Calbuco;Mañana;933815
485;Empleado_485;Operario;Calbuco;Mañana;1008948
486;Empleado_486;Administrativo;Quellón;Tarde;1727841
487;Empleado_487;Técnico;Calbuco;Tarde;506670
488;Empleado_488;Administrativo;Puerto Montt;Mañana;1377894
489;Empleado_489;Operario;Puerto Montt;Noche;1940488
490;Empleado_490;Supervisor;Puerto Montt;Noche;1188375
491;Empleado_491;Técnico;Quellón;Noche;915988
492;Empleado_492;Administrativo;Puerto Montt;Mañana;798564
493;Empleado_493;Supervisor;Calbuco;Mañana;1182020
494;Empleado_494;Operario;Quellón;Tarde;798477
495;Empleado_495;Supervisor;Quellón;Noche;1152162
496;Empleado_496;Técnico;Puerto Montt;Tarde;1548546
497;Empleado_497;Administrativo;Puerto Montt;Mañana;1832440
498;Empleado_498;Operario;Puerto Montt;Noche;1043245
499;Empleado_499;Técnico;Puerto Montt;Noche;731810
500;Empleado_500;Técnico;Hornopirén;Mañana;1803754
501;Empleado_501;Técnico;Hornopirén;Tarde;1496994
502;Empleado_502;Supervisor;Puerto Montt;Tarde;1173517
503;Empleado_503;Técnico;Puerto Montt;Tarde;1978979
504;Empleado_504;Administrativo;Puerto Montt;Tarde;812905
505;Empleado_505;Técnico;Calbuco;Tarde;787688
506;Empleado_506;Supervisor;Hornopirén;Tarde;560405
507;Empleado_507;Técnico;Puerto Montt;Noche;1714144
508;Empleado_508;Supervisor;Hornopirén;Mañana;1466431
509;Empleado_509;Administrativo;Puerto Montt;Noche;1668564
510;Empleado_510;Técnico;Puerto Montt;Mañana;1047881
511;Empleado_511;Técnico;Chinquihue;Tarde;671401
512;Empleado_512;Técnico;Calbuco;Mañana;1297177
513;Empleado_513;Supervisor;Puerto Montt;Tarde;1834843
514;Empleado_514;Administrativo;Quellón;Mañana;1183227
515;Empleado_515;Operario;Quellón;Tarde;1759588
516;Empleado_516;Supervisor;Puerto Montt;Mañana;1804904
517;Empleado_517;Administrativo;Calbuco;Noche;1448739
518;Empleado_518;Supervisor;Chinquihue;Mañana;836020
519;Empleado_519;Supervisor;Puerto Montt;Noche;1480520
520;Empleado_520;Operario;Hornopirén;Mañana;781734
521;Empleado_521;Administrativo;Quellón;Tarde;748527
522;Empleado_522;Administrativo;Calbuco;Noche;596338
523;Empleado_523;Operario;Hornopirén;Tarde;767444
524;Empleado_524;Administrativo;Calbuco;Tarde;781936
525;Empleado_525;Administrativo;Hornopirén;Noche;1822236
526;Empleado_526;Técnico;Puerto Montt;Mañana;1871330
527;Empleado_527;Administrativo;Quellón;Noche;1633017
528;Empleado_528;Técnico;Puerto Montt;Mañana;1381159
529;Empleado_529;Administrativo;Chinquihue;Mañana;1970726
530;Empleado_530;Técnico;Quellón;Noche;886550
531;Empleado_531;Técnico;Hornopirén;Mañana;1718139
532;Empleado_532;Operario;Hornopirén;Tarde;1435682
533;Empleado_533;Técnico;Hornopirén;Mañana;1799590
534;Empleado_534;Administrativo;Chinquihue;Noche;760166
535;Empleado_535;Operario;Calbuco;Tarde;1347490
536;Empleado_536;Administrativo;Hornopirén;Noche;1860956
537;Empleado_537;Operario;Quellón;Mañana;731282
538;Empleado_538;Administrativo;Puerto Montt;Mañana;707658
539;Empleado_539;Técnico;Quellón;Noche;797355
540;Empleado_540;Operario;Hornopirén;Noche;980340
541;Empleado_541;Supervisor;Puerto Montt;Tarde;1985344
542;Empleado_542;Técnico;Calbuco;Noche;812979
543;Empleado_543;Operario;Puerto Montt;Tarde;672355
544;Empleado_544;Técnico;Chinquihue;Noche;1296678
545;Empleado_545;Administrativo;Chinquihue;Noche;1424644
546;Empleado_546;Operario;Puerto Montt;Noche;844573
547;Empleado_547;Supervisor;Puerto Montt;Mañana;1284237
548;Empleado_548;Técnico;Calbuco;Mañana;1388126
549;Empleado_549;Técnico;Calbuco;Tarde;1360808
550;Empleado_550;Técnico;Chinquihue;Mañana;1598373
551;Empleado_551;Técnico;Calbuco;Mañana;1773816
552;Empleado_552;Operario;Hornopirén;Mañana;852645
553;Empleado_553;Administrativo;Chinquihue;Tarde;584589
554;Empleado_554;Administrativo;Calbuco;Tarde;1045380
555;Empleado_555;Técnico;Puerto Montt;Tarde;992603
556;Empleado_556;Operario;Chinquihue;Mañana;1326339
557;Empleado_557;Administrativo;Chinquihue;Noche;1166751
558;Empleado_558;Supervisor;Chinquihue;Mañana;1242260
559;Empleado_559;Técnico;Chinquihue;Tarde;825052
560;Empleado_560;Administrativo;Quellón;Noche;1314687
561;Empleado_561;Operario;Hornopirén;Mañana;928208
562;Empleado_562;Técnico;Quellón;Mañana;1866289
563;Empleado_563;Técnico;Quellón;Mañana;1978892
564;Empleado_564;Técnico;Quellón;Tarde;1817307
565;Empleado_565;Administrativo;Puerto Montt;Mañana;1365672
566;Empleado_566;Supervisor;Puerto Montt;Noche;1004549
567;Empleado_567;Operario;Puerto Montt;Tarde;1436313
568;Empleado_568;Administrativo;Hornopirén;Tarde;802911
569;Empleado_569;Técnico;Hornopirén;Mañana;1700036
570;Empleado_570;Operario;Calbuco;Tarde;1753335
571;Empleado_571;Administrativo;Puerto Montt;Tarde;1930190
572;Empleado_572;Técnico;Calbuco;Mañana;1938966
573;Empleado_573;Operario;Hornopirén;Noche;570370
574;Empleado_574;Supervisor;Chinquihue;Mañana;991375
575;Empleado_575;Supervisor;Hornopirén;Noche;1371385
576;Empleado_576;Administrativo;Quellón;Noche;1557698
577;Empleado_577;Supervisor;Puerto Montt;Tarde;1326875
578;Empleado_578;Operario;Puerto Montt;Tarde;947339
579;Empleado_579;Operario;Calbuco;Noche;766903
580;Empleado_580;Operario;Puerto Montt;Tarde;1772888
581;Empleado_581;Administrativo;Puerto Montt;Tarde;886382
582;Empleado_582;Operario;Hornopirén;Noche;969745
583;Empleado_583;Técnico;Calbuco;Tarde;568899
584;Empleado_584;Técnico;Puerto Montt;Mañana;919490
585;Empleado_585;Administrativo;Quellón;Mañana;1292231
586;Empleado_586;Técnico;Hornopirén;Tarde;1694007
587;Empleado_587;Supervisor;Hornopirén;Noche;570544
588;Empleado_588;Técnico;Calbuco;Tarde;1749328
589;Empleado_589;Operario;Hornopirén;Tarde;652822
590;Empleado_590;Operario;Puerto Montt;Noche;995549
591;Empleado_591;Técnico;Quellón;Noche;704599
592;Empleado_592;Operario;Puerto Montt;Tarde;1216208
593;Empleado_593;Supervisor;Quellón;Tarde;1680250
594;Empleado_594;Técnico;Calbuco;Tarde;1145264
595;Empleado_595;Administrativo;Hornopirén;Tarde;1764033
596;Empleado_596;Técnico;Quellón;Tarde;1482893
597;Empleado_597;Administrativo;Calbuco;Noche;1411376
598;Empleado_598;Técnico;Chinquihue;Noche;1320731
599;Empleado_599;Supervisor;Puerto Montt;Noche;1439145
600;Empleado_600;Operario;Chinquihue;Tarde;576545
601;Empleado_601;Supervisor;Puerto Montt;Tarde;892837
602;Empleado_602;Operario;Puerto Montt;Mañana;1300422
603;Empleado_603;Operario;Calbuco;Noche;1589448
604;Empleado_604;Técnico;Hornopirén;Tarde;1030969
605;Empleado_605;Técnico;Hornopirén;Noche;927058
606;Empleado_606;Supervisor;Puerto Montt;Mañana;1920928
607;Empleado_607;Supervisor;Chinquihue;Noche;1810730
608;Empleado_608;Operario;Quellón;Mañana;1329388
609;Empleado_609;Supervisor;Puerto Montt;Mañana;842495
610;Empleado_610;Operario;Puerto Montt;Tarde;678361
611;Empleado_611;Supervisor;Calbuco;Mañana;634635
612;Empleado_612;Técnico;Hornopirén;Tarde;1143315
613;Empleado_613;Administrativo;Puerto Montt;Noche;1090672
614;Empleado_614;Supervisor;Puerto Montt;Tarde;608988
615;Empleado_615;Operario;Quellón;Tarde;845867
616;Empleado_616;Administrativo;Puerto Montt;Noche;1384502
617;Empleado_617;Administrativo;Quellón;Mañana;1863272
618;Empleado_618;Técnico;Hornopirén;Mañana;1147987
619;Empleado_619;Técnico;Calbuco;Mañana;820842
620;Empleado_620;Técnico;Chinquihue;Noche;1957421
621;Empleado_621;Administrativo;Puerto Montt;Tarde;1884794
622;Empleado_622;Administrativo;Quellón;Tarde;1130733
623;Empleado_623;Técnico;Hornopirén;Mañana;1033462
624;Empleado_624;Operario;Hornopirén;Noche;1833188
625;Empleado_625;Supervisor;Hornopirén;Noche;937554
626;Empleado_626;Administrativo;Chinquihue;Tarde;961234
627;Empleado_627;Técnico;Chinquihue;Tarde;1503956
628;Empleado_628;Operario;Quellón;Tarde;1010337
629;Empleado_629;Técnico;Chinquihue;Mañana;995456
630;Empleado_630;Técnico;Calbuco;Noche;769956
631;Empleado_631;Supervisor;Quellón;Noche;1541145
632;Empleado_632;Supervisor;Calbuco;Noche;1737920
633;Empleado_633;Técnico;Chinquihue;Mañana;1396835
634;Empleado_634;Administrativo;Chinquihue;Tarde;1849986
635;Empleado_635;Supervisor;Quellón;Noche;1611243
636;Empleado_636;Supervisor;Puerto Montt;Mañana;824125
637;Empleado_637;Supervisor;Hornopirén;Tarde;1047146
638;Empleado_638;Supervisor;Puerto Montt;Mañana;867811
639;Empleado_639;Técnico;Hornopirén;Noche;852960
640;Empleado_640;Operario;Calbuco;Mañana;579749
641;Empleado_641;Técnico;Quellón;Noche;896717
642;Empleado_642;Supervisor;Quellón;Mañana;1473545
643;Empleado_643;Administrativo;Hornopirén;Mañana;1981744
644;Empleado_644;Operario;Chinquihue;Noche;622492
645;Empleado_645;Administrativo;Calbuco;Mañana;1361796
646;Empleado_646;Técnico;Quellón;Mañana;845156
647;Empleado_647;Operario;Puerto Montt;Noche;1236746
648;Empleado_648;Administrativo;Quellón;Noche;1901310
649;Empleado_649;Operario;Hornopirén;Noche;744933
650;Empleado_650;Operario;Calbuco;Mañana;1382591
651;Empleado_651;Técnico;Calbuco;Tarde;703136
652;Empleado_652;Administrativo;Puerto Montt;Mañana;1132413
653;Empleado_653;Administrativo;Quellón;Noche;1581646
654;Empleado_654;Supervisor;Quellón;Noche;1056778
655;Empleado_655;Administrativo;Puerto Montt;Mañana;657184
656;Empleado_656;Operario;Puerto Montt;Tarde;1225405
657;Empleado_657;Operario;Quellón;Mañana;1646848
658;Empleado_658;Supervisor;Chinquihue;Tarde;1592459
659;Empleado_659;Administrativo;Quellón;Mañana;1710362
660;Empleado_660;Administrativo;Quellón;Noche;1059216
661;Empleado_661;Operario;Quellón;Tarde;1982578
662;Empleado_662;Operario;Calbuco;Mañana;1291664
663;Empleado_663;Administrativo;Calbuco;Noche;797877
664;Empleado_664;Operario;Calbuco;Noche;1170201
665;Empleado_665;Administrativo;Chinquihue;Noche;1253945
666;Empleado_666;Supervisor;Calbuco;Noche;1241902
667;Empleado_667;Técnico;Hornopirén;Tarde;649212
668;Empleado_668;Administrativo;Chinquihue;Noche;1415819
669;Empleado_669;Operario;Quellón;Tarde;741471
670;Empleado_670;Administrativo;Hornopirén;Noche;1555860
671;Empleado_671;Técnico;Puerto Montt;Mañana;1574013
672;Empleado_672;Supervisor;Chinquihue;Mañana;937404
673;Empleado_673;Supervisor;Hornopirén;Tarde;514445
674;Empleado_674;Operario;Calbuco;Noche;1461772
675;Empleado_675;Operario;Calbuco;Mañana;1912558
676;Empleado_676;Técnico;Chinquihue;Mañana;1938152
677;Empleado_677;Supervisor;Chinquihue;Noche;1868246
678;Empleado_678;Técnico;Chinquihue;Tarde;1510528
679;Empleado_679;Administrativo;Chinquihue;Mañana;1249209
680;Empleado_680;Supervisor;Quellón;Noche;1926574
681;Empleado_681;Técnico;Quellón;Noche;778228
682;Empleado_682;Administrativo;Hornopirén;Mañana;624813
683;Empleado_683;Administrativo;Hornopirén;Mañana;1482432
684;Empleado_684;Operario;Quellón;Noche;896326
685;Empleado_685;Técnico;Calbuco;Mañana;1814516
686;Empleado_686;Supervisor;Puerto Montt;Tarde;671208
687;Empleado_687;Supervisor;Quellón;Tarde;732258
688;Empleado_688;Supervisor;Puerto Montt;Mañana;1212255
689;Empleado_689;Técnico;Puerto Montt;Noche;1971387
690;Empleado_690;Técnico;Quellón;Tarde;995789
691;Empleado_691;Operario;Quellón;Tarde;1098767
692;Empleado_692;Técnico;Hornopirén;Noche;1780713
693;Empleado_693;Administrativo;Quellón;Tarde;666230
694;Empleado_694;Operario;Chinquihue;Noche;704548
695;Empleado_695;Administrativo;Hornopirén;Tarde;1844076
696;Empleado_696;Técnico;Puerto Montt;Tarde;1097905
697;Empleado_697;Administrativo;Calbuco;Mañana;1128344
698;Empleado_698;Operario;Calbuco;Mañana;867589
699;Empleado_699;Técnico;Calbuco;Mañana;1006682
700;Empleado_700;Administrativo;Chinquihue;Mañana;618103
701;Empleado_701;Administrativo;Chinquihue;Mañana;1550909
702;Empleado_702;Supervisor;Hornopirén;Noche;906353
703;Empleado_703;Técnico;Hornopirén;Mañana;1355411
704;Empleado_704;Administrativo;Quellón;Mañana;1574603
705;Empleado_705;Administrativo;Quellón;Tarde;955388
706;Empleado_706;Administrativo;Hornopirén;Noche;653546
707;Empleado_707;Supervisor;Quellón;Noche;636040
708;Empleado_708;Operario;Hornopirén;Mañana;738829
709;Empleado_709;Administrativo;Hornopirén;Tarde;1145912
710;Empleado_710;Operario;Quellón;Mañana;1453469
711;Empleado_711;Operario;Hornopirén;Mañana;831008
712;Empleado_712;Operario;Hornopirén;Mañana;1682922
713;Empleado_713;Administrativo;Hornopirén;Noche;824953
714;Empleado_714;Supervisor;Hornopirén;Tarde;1692311
715;Empleado_715;Supervisor;Chinquihue;Tarde;565525
716;Empleado_716;Supervisor;Puerto Montt;Noche;1045582
717;Empleado_717;Operario;Quellón;Tarde;1062664
718;Empleado_718;Administrativo;Quellón;Noche;1041695
719;Empleado_719;Supervisor;Quellón;Tarde;1665194
720;Empleado_720;Supervisor;Calbuco;Noche;902759
721;Empleado_721;Administrativo;Puerto Montt;Mañana;1283874
722;Empleado_722;Administrativo;Puerto Montt;Noche;763521
723;Empleado_723;Operario;Quellón;Noche;1933730
724;Empleado_724;Administrativo;Chinquihue;Tarde;748277
725;Empleado_725;Administrativo;Hornopirén;Noche;1223553
726;Empleado_726;Administrativo;Chinquihue;Noche;540738
727;Empleado_727;Técnico;Calbuco;Mañana;1048960
728;Empleado_728;Operario;Hornopirén;Tarde;1075922
729;Empleado_729;Supervisor;Chinquihue;Tarde;1337971
730;Empleado_730;Supervisor;Puerto Montt;Noche;1703357
731;Empleado_731;Administrativo;Calbuco;Noche;1263230
732;Empleado_732;Técnico;Calbuco;Mañana;1145682
733;Empleado_733;Operario;Chinquihue;Noche;1648042
734;Empleado_734;Supervisor;Chinquihue;Tarde;1534761
735;Empleado_735;Operario;Chinquihue;Mañana;1817661
736;Empleado_736;Técnico;Puerto Montt;Tarde;804114
737;Empleado_737;Técnico;Quellón;Noche;1880568
738;Empleado_738;Operario;Calbuco;Mañana;1088528
739;Empleado_739;Operario;Chinquihue;Noche;1813952
740;Empleado_740;Operario;Chinquihue;Noche;1779099
741;Empleado_741;Administrativo;Calbuco;Noche;731549
742;Empleado_742;Operario;Hornopirén;Tarde;1154066
743;Empleado_743;Operario;Calbuco;Mañana;844200
744;Empleado_744;Administrativo;Calbuco;Tarde;1675025
745;Empleado_745;Técnico;Calbuco;Tarde;567734
746;Empleado_746;Técnico;Quellón;Noche;1684670
747;Empleado_747;Operario;Chinquihue;Noche;983022
748;Empleado_748;Supervisor;Hornopirén;Noche;1221418
749;Empleado_749;Administrativo;Quellón;Noche;631704
750;Empleado_750;Administrativo;Quellón;Mañana;1424290
751;Empleado_751;Técnico;Chinquihue;Mañana;1736917
752;Empleado_752;Técnico;Puerto Montt;Tarde;1096087
753;Empleado_753;Técnico;Hornopirén;Noche;1596275
754;Empleado_754;Administrativo;Puerto Montt;Tarde;907044
755;Empleado_755;Supervisor;Calbuco;Mañana;1695900
756;Empleado_756;Técnico;Calbuco;Tarde;1730108
757;Empleado_757;Operario;Chinquihue;Noche;702679
758;Empleado_758;Supervisor;Chinquihue;Mañana;1723275
759;Empleado_759;Operario;Calbuco;Mañana;1592169
760;Empleado_760;Técnico;Hornopirén;Tarde;1622954
761;Empleado_761;Operario;Calbuco;Mañana;1483927
762;Empleado_762;Operario;Hornopirén;Tarde;1274792
763;Empleado_763;Administrativo;Chinquihue;Tarde;1220275
764;Empleado_764;Operario;Calbuco;Tarde;1310690
765;Empleado_765;Operario;Calbuco;Noche;1534163
766;Empleado_766;Supervisor;Chinquihue;Noche;804005
767;Empleado_767;Operario;Calbuco;Mañana;1955204
768;Empleado_768;Administrativo;Chinquihue;Tarde;1804315
769;Empleado_769;Operario;Chinquihue;Tarde;1570906
770;Empleado_770;Operario;Puerto Montt;Tarde;1825581
771;Empleado_771;Operario;Puerto Montt;Tarde;1444698
772;Empleado_772;Técnico;Quellón;Noche;979555
773;Empleado_773;Administrativo;Calbuco;Tarde;1120686
774;Empleado_774;Operario;Puerto Montt;Mañana;959548
775;Empleado_775;Supervisor;Quellón;Tarde;1747278
776;Empleado_776;Técnico;Chinquihue;Noche;1744451
777;Empleado_777;Supervisor;Chinquihue;Noche;1721789
778;Empleado_778;Técnico;Calbuco;Mañana;1196514
779;Empleado_779;Supervisor;Quellón;Mañana;1073632
780;Empleado_780;Técnico;Quellón;Noche;1102225
781;Empleado_781;Supervisor;Quellón;Tarde;691466
782;Empleado_782;Técnico;Hornopirén;Mañana;1389780
783;Empleado_783;Administrativo;Hornopirén;Tarde;888842
784;Empleado_784;Operario;Quellón;Noche;1161167
785;Empleado_785;Técnico;Chinquihue;Mañana;1292096
786;Empleado_786;Administrativo;Chinquihue;Tarde;1046571
787;Empleado_787;Operario;Quellón;Mañana;1776259
788;Empleado_788;Administrativo;Puerto Montt;Noche;1553323
789;Empleado_789;Técnico;Hornopirén;Noche;1107122
790;Empleado_790;Técnico;Chinquihue;Mañana;1037274
791;Empleado_791;Operario;Chinquihue;Tarde;946034
792;Empleado_792;Administrativo;Hornopirén;Tarde;1964463
793;Empleado_793;Técnico;Chinquihue;Noche;1856127
794;Empleado_794;Operario;Quellón;Tarde;1791866
795;Empleado_795;Técnico;Puerto Montt;Mañana;1831363
796;Empleado_796;Administrativo;Chinquihue;Tarde;1711306
797;Empleado_797;Técnico;Quellón;Tarde;1010593
798;Empleado_798;Administrativo;Hornopirén;Tarde;1654229
799;Empleado_799;Supervisor;Chinquihue;Mañana;1260708
800;Empleado_800;Administrativo;Puerto Montt;Tarde;1769687
801;Empleado_801;Supervisor;Chinquihue;Mañana;947526
802;Empleado_802;Administrativo;Chinquihue;Tarde;1571414
803;Empleado_803;Supervisor;Chinquihue;Mañana;1024194
804;Empleado_804;Administrativo;Chinquihue;Noche;1872368
805;Empleado_805;Administrativo;Hornopirén;Tarde;781560
806;Empleado_806;Operario;Puerto Montt;Tarde;711138
807;Empleado_807;Operario;Chinquihue;Mañana;1918254
808;Empleado_808;Supervisor;Quellón;Noche;503356
809;Empleado_809;Técnico;Quellón;Tarde;685858
810;Empleado_810;Técnico;Puerto Montt;Tarde;895340
811;Empleado_811;Administrativo;Chinquihue;Tarde;1134219
812;Empleado_812;Técnico;Calbuco;Noche;1199713
813;Empleado_813;Administrativo;Puerto Montt;Mañana;1828051
814;Empleado_814;Administrativo;Puerto Montt;Tarde;1239259
815;Empleado_815;Supervisor;Puerto Montt;Noche;1072266
816;Empleado_816;Operario;Quellón;Tarde;825605
817;Empleado_817;Supervisor;Quellón;Mañana;1829946
818;Empleado_818;Supervisor;Puerto Montt;Tarde;1634793
819;Empleado_819;Operario;Quellón;Mañana;1247614
820;Empleado_820;Técnico;Quellón;Mañana;1660404
821;Empleado_821;Operario;Hornopirén;Noche;1665471
822;Empleado_822;Supervisor;Calbuco;Noche;664744
823;Empleado_823;Supervisor;Quellón;Mañana;826419
824;Empleado_824;Administrativo;Chinquihue;Tarde;1358241
825;Empleado_825;Técnico;Chinquihue;Tarde;1353489
826;Empleado_826;Administrativo;Quellón;Tarde;1951366
827;Empleado_827;Técnico;Hornopirén;Tarde;1026269
828;Empleado_828;Operario;Puerto Montt;Tarde;1157793
829;Empleado_829;Técnico;Quellón;Mañana;1745945
830;Empleado_830;Técnico;Chinquihue;Noche;1856518
831;Empleado_831;Administrativo;Puerto Montt;Mañana;749189
832;Empleado_832;Administrativo;Quellón;Mañana;604665
833;Empleado_833;Supervisor;Hornopirén;Noche;721218
834;Empleado_834;Administrativo;Puerto Montt;Noche;1597700
835;Empleado_835;Técnico;Hornopirén;Mañana;1772475
836;Empleado_836;Técnico;Chinquihue;Noche;1650847
837;Empleado_837;Administrativo;Calbuco;Noche;720454
838;Empleado_838;Supervisor;Quellón;Noche;1730739
839;Empleado_839;Supervisor;Calbuco;Mañana;628405
840;Empleado_840;Supervisor;Calbuco;Noche;607116
841;Empleado_841;Operario;Calbuco;Tarde;575934
842;Empleado_842;Operario;Puerto Montt;Tarde;1315026
843;Empleado_843;Operario;Puerto Montt;Noche;810148
844;Empleado_844;Operario;Quellón;Noche;833479
845;Empleado_845;Operario;Puerto Montt;Mañana;947510
846;Empleado_846;Administrativo;Hornopirén;Mañana;1649650
847;Empleado_847;Supervisor;Puerto Montt;Noche;1851769
848;Empleado_848;Operario;Chinquihue;Mañana;1442706
849;Empleado_849;Supervisor;Calbuco;Noche;1390299
850;Empleado_850;Administrativo;Hornopirén;Noche;1640962
851;Empleado_851;Administrativo;Chinquihue;Noche;1063403
852;Empleado_852;Supervisor;Chinquihue;Noche;1038166
853;Empleado_853;Administrativo;Chinquihue;Mañana;1519453
854;Empleado_854;Operario;Chinquihue;Mañana;1778234
855;Empleado_855;Supervisor;Hornopirén;Tarde;1480892
856;Empleado_856;Administrativo;Chinquihue;Tarde;1852953
857;Empleado_857;Administrativo;Calbuco;Tarde;729391
858;Empleado_858;Técnico;Quellón;Mañana;1877481
859;Empleado_859;Supervisor;Quellón;Mañana;1946183
860;Empleado_860;Técnico;Puerto Montt;Noche;1843252
861;Empleado_861;Operario;Chinquihue;Noche;1017193
862;Empleado_862;Supervisor;Puerto Montt;Noche;1480627
863;Empleado_863;Operario;Chinquihue;Mañana;731557
864;Empleado_864;Operario;Puerto Montt;Tarde;852186
865;Empleado_865;Operario;Chinquihue;Noche;1779873
866;Empleado_866;Supervisor;Calbuco;Tarde;1482342
867;Empleado_867;Operario;Puerto Montt;Mañana;1823707
868;Empleado_868;Supervisor;Chinquihue;Mañana;1797848
869;Empleado_869;Administrativo;Chinquihue;Mañana;886771
870;Empleado_870;Supervisor;Hornopirén;Tarde;874258
871;Empleado_871;Supervisor;Quellón;Mañana;994015
872;Empleado_872;Técnico;Calbuco;Noche;1231186
873;Empleado_873;Supervisor;Puerto Montt;Tarde;1945657
874;Empleado_874;Administrativo;Calbuco;Noche;1214574
875;Empleado_875;Operario;Puerto Montt;Noche;1719555
876;Empleado_876;Supervisor;Quellón;Noche;1943261
877;Empleado_877;Técnico;Quellón;Noche;501107
878;Empleado_878;Administrativo;Quellón;Noche;1004869
879;Empleado_879;Operario;Puerto Montt;Noche;974500
880;Empleado_880;Operario;Quellón;Tarde;1377535
881;Empleado_881;Técnico;Puerto Montt;Noche;772463
882;Empleado_882;Operario;Quellón;Tarde;1488185
883;Empleado_883;Administrativo;Calbuco;Mañana;871866
884;Empleado_884;Operario;Quellón;Mañana;678869
885;Empleado_885;Administrativo;Puerto Montt;Noche;1569089
886;Empleado_886;Supervisor;Quellón;Tarde;1985384
887;Empleado_887;Técnico;Chinquihue;Tarde;1847896
888;Empleado_888;Técnico;Calbuco;Mañana;1689408
889;Empleado_889;Técnico;Quellón;Noche;860424
890;Empleado_890;Operario;Quellón;Noche;1091247
891;Empleado_891;Operario;Puerto Montt;Noche;1984879
892;Empleado_892;Operario;Puerto Montt;Tarde;939455
893;Empleado_893;Administrativo;Calbuco;Tarde;942344
894;Empleado_894;Operario;Quellón;Mañana;1212658
895;Empleado_895;Administrativo;Quellón;Tarde;1435919
896;Empleado_896;Técnico;Chinquihue;Mañana;1188539
897;Empleado_897;Técnico;Hornopirén;Tarde;1855000
898;Empleado_898;Operario;Quellón;Tarde;784956
899;Empleado_899;Supervisor;Chinquihue;Mañana;1825162
900;Empleado_900;Operario;Puerto Montt;Mañana;755223
901;Empleado_901;Administrativo;Chinquihue;Noche;1286213
902;Empleado_902;Técnico;Chinquihue;Noche;1202067
903;Empleado_903;Supervisor;Calbuco;Tarde;1984073
904;Empleado_904;Administrativo;Chinquihue;Mañana;1237179
905;Empleado_905;Técnico;Hornopirén;Noche;1274326
906;Empleado_906;Técnico;Chinquihue;Noche;1285460
907;Empleado_907;Supervisor;Quellón;Mañana;1431048
908;Empleado_908;Técnico;Quellón;Noche;643058
909;Empleado_909;Administrativo;Quellón;Tarde;1966694
910;Empleado_910;Supervisor;Chinquihue;Noche;1050489
911;Empleado_911;Operario;Hornopirén;Mañana;1925357
912;Empleado_912;Técnico;Puerto Montt;Noche;820103
913;Empleado_913;Operario;Hornopirén;Mañana;796662
914;Empleado_914;Operario;Hornopirén;Tarde;1946018
915;Empleado_915;Supervisor;Hornopirén;Noche;1852365
916;Empleado_916;Supervisor;Puerto Montt;Mañana;1840311
917;Empleado_917;Técnico;Hornopirén;Mañana;1017827
918;Empleado_918;Operario;Puerto Montt;Noche;889838
919;Empleado_919;Administrativo;Chinquihue;Tarde;1824292
920;Empleado_920;Supervisor;Hornopirén;Noche;1561153
921;Empleado_921;Operario;Calbuco;Mañana;1023125
922;Empleado_922;Operario;Puerto Montt;Mañana;925010
923;Empleado_923;Supervisor;Hornopirén;Tarde;1870852
924;Empleado_924;Supervisor;Hornopirén;Mañana;1560511
925;Empleado_925;Administrativo;Puerto Montt;Noche;752428
926;Empleado_926;Técnico;Puerto Montt;Noche;1641823
927;Empleado_927;Administrativo;Puerto Montt;Noche;1652193
928;Empleado_928;Supervisor;Hornopirén;Mañana;1698917
929;Empleado_929;Supervisor;Chinquihue;Tarde;1974674
930;Empleado_930;Supervisor;Quellón;Noche;1381721
931;Empleado_931;Técnico;Hornopirén;Noche;1940411
932;Empleado_932;Técnico;Chinquihue;Noche;1518277
933;Empleado_933;Administrativo;Calbuco;Mañana;691254
934;Empleado_934;Técnico;Chinquihue;Noche;758528
935;Empleado_935;Técnico;Puerto Montt;Noche;1741413
936;Empleado_936;Técnico;Quellón;Tarde;1337166
937;Empleado_937;Supervisor;Hornopirén;Mañana;1703414
938;Empleado_938;Operario;Hornopirén;Mañana;1398033
939;Empleado_939;Técnico;Hornopirén;Mañana;1466487
940;Empleado_940;Técnico;Hornopirén;Noche;1529932
941;Empleado_941;Operario;Chinquihue;Tarde;1113445
942;Empleado_942;Supervisor;Hornopirén;Mañana;1442960
943;Empleado_943;Operario;Quellón;Tarde;636125
944;Empleado_944;Supervisor;Calbuco;Mañana;1671479
945;Empleado_945;Operario;Chinquihue;Mañana;1869368
946;Empleado_946;Técnico;Hornopirén;Mañana;1608729
947;Empleado_947;Supervisor;Hornopirén;Mañana;769852
948;Empleado_948;Técnico;Calbuco;Mañana;1719703
949;Empleado_949;Administrativo;Quellón;Noche;1970284
950;Empleado_950;Administrativo;Puerto Montt;Tarde;1287628
951;Empleado_951;Administrativo;Quellón;Noche;1890127
952;Empleado_952;Administrativo;Hornopirén;Mañana;1112339
953;Empleado_953;Administrativo;Chinquihue;Tarde;1882885
954;Empleado_954;Administrativo;Calbuco;Tarde;595537
955;Empleado_955;Técnico;Calbuco;Noche;1091276
956;Empleado_956;Técnico;Calbuco;Tarde;813711
957;Empleado_957;Administrativo;Chinquihue;Tarde;1095465
